number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,state
118,1.992022524636321,2025-06-21 14:12:00.890906,2025-06-21 14:12:02.955834,0 days 00:00:02.064928,0.652526108987564,0.09582465635143614,8,23,239,46,0.43750087175183694,0.08970902273800911,0.8714602447570906,COMPLETE
119,2.005053604302783,2025-06-21 14:12:02.956371,2025-06-21 14:12:04.929406,0 days 00:00:01.973035,0.6519968987659113,0.09809372391074327,8,23,234,42,0.4492537638065731,0.17605407240856488,0.8755317195026209,COMPLETE
120,1.996715157203191,2025-06-21 14:12:04.929406,2025-06-21 14:12:06.915409,0 days 00:00:01.986003,0.6278335112723181,0.0961741459053256,8,20,239,45,0.4639537430884754,0.08955230309092382,0.8910958852420605,COMPLETE
121,1.9928888568025123,2025-06-21 14:12:06.916409,2025-06-21 14:12:09.044967,0 days 00:00:02.128558,0.6268617494187744,0.09551076157577296,8,20,240,46,0.4698302870603179,0.11692496405896867,0.8909271000944831,COMPLETE
122,2.0081579612316354,2025-06-21 14:12:09.045968,2025-06-21 14:12:11.481338,0 days 00:00:02.435370,0.6003028839986199,0.09542818987023441,8,20,240,45,0.46562977782894555,0.11519387682767604,0.8900429296069239,COMPLETE
123,1.996245893946504,2025-06-21 14:12:11.481338,2025-06-21 14:12:13.527613,0 days 00:00:02.046275,0.6256138325607654,0.09625482475561283,8,20,244,46,0.48646405812018956,0.09237967039411805,0.9138976670252963,COMPLETE
124,2.0051257986499658,2025-06-21 14:12:13.528613,2025-06-21 14:12:15.482948,0 days 00:00:01.954335,0.614698809948384,0.09801913319258447,8,20,231,43,0.4708341298391337,0.09119882904164754,0.9153284184967699,COMPLETE
125,2.004837021261235,2025-06-21 14:12:15.482948,2025-06-21 14:12:17.522881,0 days 00:00:02.039933,0.6395516303648361,0.0932002080691495,8,20,239,44,0.4817550672709754,0.10524186828485407,0.8759067423172858,COMPLETE
126,1.9974371006750171,2025-06-21 14:12:17.522881,2025-06-21 14:12:19.577538,0 days 00:00:02.054657,0.6235228506262196,0.09629678557500758,8,21,243,46,0.4387719877421204,0.09088535274075837,0.9295622393726038,COMPLETE
127,1.9873298920694509,2025-06-21 14:12:19.578537,2025-06-21 14:12:21.648021,0 days 00:00:02.069484,0.6248748752631679,0.09996229608348284,9,21,243,45,0.4564313984691803,0.08940668351129122,0.9473727511544795,COMPLETE
128,1.9873659892430422,2025-06-21 14:12:21.649020,2025-06-21 14:12:23.727539,0 days 00:00:02.078519,0.6281330407252067,0.09978383784558748,9,20,243,45,0.4568697687049337,0.08746590347837464,0.9598355846081371,COMPLETE
129,1.9983395300148,2025-06-21 14:12:23.728540,2025-06-21 14:12:26.055028,0 days 00:00:02.326488,0.6435885454216028,0.09985352189968208,9,20,238,45,0.48315182375536225,0.08644580290610196,0.9551273486790396,COMPLETE
130,2.0071833375446704,2025-06-21 14:12:26.056030,2025-06-21 14:12:28.559602,0 days 00:00:02.503572,0.6285222397328424,0.09205517019346403,9,20,248,42,0.4619569510746322,0.0632253894021703,0.9484747036155639,COMPLETE
131,1.994152257878208,2025-06-21 14:12:28.560611,2025-06-21 14:12:30.985409,0 days 00:00:02.424798,0.622629712047397,0.09557032263798486,9,21,244,45,0.4375660797986345,0.09355230344054223,0.9306588934521424,COMPLETE
132,1.9936108002743385,2025-06-21 14:12:30.986404,2025-06-21 14:12:33.984388,0 days 00:00:02.997984,0.6348824797227198,0.09615653886938984,9,21,244,45,0.45865582293952284,0.10862451393802708,0.9942730744441466,COMPLETE
133,2.0028516767137132,2025-06-21 14:12:33.984388,2025-06-21 14:12:36.316810,0 days 00:00:02.332422,0.6377224253537291,0.09387095677387251,9,21,244,43,0.455704475618971,0.10867070159303037,0.9830197359813149,COMPLETE
134,1.9932137313648342,2025-06-21 14:12:36.316810,2025-06-21 14:12:38.393848,0 days 00:00:02.077038,0.6196004666381381,0.0999529373092278,9,22,250,44,0.41018020353502366,0.09969398253187214,0.9653395017903884,COMPLETE
135,1.9893513337905642,2025-06-21 14:12:38.394850,2025-06-21 14:12:40.684995,0 days 00:00:02.290145,0.6207845767426583,0.09890653063249599,9,21,249,44,0.4139055691396701,0.07295355966346502,0.9963449874279638,COMPLETE
136,1.9915171642060427,2025-06-21 14:12:40.685996,2025-06-21 14:12:43.617902,0 days 00:00:02.931906,0.6196254490473123,0.09995139225286234,9,21,250,44,0.40909081141833764,0.0998603586590034,0.998535580976795,COMPLETE
137,1.9920947189835037,2025-06-21 14:12:43.618900,2025-06-21 14:12:45.883683,0 days 00:00:02.264783,0.6469749324112009,0.09879672273103553,9,21,249,44,0.4121604628080143,0.07835785576166199,0.9965020586327545,COMPLETE
138,2.0415478468035952,2025-06-21 14:12:45.884682,2025-06-21 14:12:48.638857,0 days 00:00:02.754175,0.6452537342127085,0.056497824373843,9,21,249,44,0.41091026402869146,0.07090720958342417,0.999332544562214,COMPLETE
139,1.991805941594773,2025-06-21 14:12:48.639856,2025-06-21 14:12:51.327193,0 days 00:00:02.687337,0.6559676112013973,0.09969390733300788,9,21,247,44,0.4344771392712067,0.07829577078304568,0.9977578802807479,COMPLETE
140,1.9934664115799734,2025-06-21 14:12:51.327193,2025-06-21 14:12:53.519394,0 days 00:00:02.192201,0.6597223228321208,0.09896795792704652,9,21,250,44,0.43660106298421175,0.07788115522249264,0.9988644102256177,COMPLETE
141,1.9907952207342166,2025-06-21 14:12:53.520479,2025-06-21 14:12:56.119197,0 days 00:00:02.598718,0.6640912085025247,0.09992635814025298,9,21,250,44,0.43255637811956826,0.0760890958634159,0.9967478343208963,COMPLETE
142,2.0025268021513916,2025-06-21 14:12:56.119197,2025-06-21 14:12:58.710589,0 days 00:00:02.591392,0.6586917837457825,0.09962829217405836,9,21,250,43,0.4039397724096582,0.07975671474519286,0.9935539366708773,COMPLETE
143,1.9958488250369997,2025-06-21 14:12:58.710589,2025-06-21 14:13:01.280762,0 days 00:00:02.570173,0.6638308796588592,0.09864868065697333,9,21,247,42,0.4334796585685797,0.05847274799271551,0.9764859319062826,COMPLETE
144,1.994368840919756,2025-06-21 14:13:01.280762,2025-06-21 14:13:03.867540,0 days 00:00:02.586778,0.6520527465960113,0.09870027445790769,9,20,247,44,0.4155308152992373,0.04821504856822227,0.9731128024617209,COMPLETE
145,1.9903259574775296,2025-06-21 14:13:03.872776,2025-06-21 14:13:06.445329,0 days 00:00:02.572553,0.643259046942242,0.09991758280199396,9,22,250,44,0.4509696453272737,0.07449718828943075,0.9890411114798578,COMPLETE
146,1.994838104176443,2025-06-21 14:13:06.445329,2025-06-21 14:13:08.992407,0 days 00:00:02.547078,0.64458408018176,0.09970818788101479,9,22,250,44,0.44382185209955866,0.06984371460428249,0.9642338530621892,COMPLETE
147,1.9998556113056347,2025-06-21 14:13:08.992407,2025-06-21 14:13:11.557376,0 days 00:00:02.564969,0.6673462082729491,0.09868259425783936,9,22,247,43,0.45266234802377836,0.07569456177682568,0.9842247633393836,COMPLETE
148,1.9895318196585208,2025-06-21 14:13:11.557376,2025-06-21 14:13:14.139225,0 days 00:00:02.581849,0.6544222708695521,0.09973871758516986,9,21,247,44,0.4334004589739845,0.07997972199656178,0.9878606656635482,COMPLETE
149,2.074829440854781,2025-06-21 14:13:14.139225,2025-06-21 14:13:16.994619,0 days 00:00:02.855394,0.6404546018485259,0.045056952829421536,9,22,247,42,0.413764453815127,0.05436311174978138,0.9888931992175903,COMPLETE
