model_name,metric,score
BERT,Complexity,3.618137146915491
BERT,Sparsity,0.7472303480448033
BERT,Robustness,0.16858172528039136
BERT,Faithfulness,0.352206745604315
BERT,Max-Sensitivity,9.307881162166595
BERT,MAE,1.4841724753379821
BERT,MSE,4.426129367663414
BERT,R-squared,0.6416205655150106
BERT,MAPE,0.6274657629804006
BERT,Cohen's Kappa,0.10400362935238727
