model_name,metric,score
Lasso,Complexity,3.1015074776698577
Lasso,Sparsity,0.4827631562743883
Lasso,Faithfulness,0.5409062153623155
Lasso,Max-Sensitivity,2.3090309415325125e-08
Lasso,MAE,2.3507884565995574
Lasso,MSE,8.198394666511884
Lasso,R-squared,0.22713189730783379
Lasso,MAPE,0.9191788884941121
