model_name,metric,score
LightGBM,Complexity,3.7984776272510183
LightGBM,Sparsity,0.6500063965948755
LightGBM,Robustness,0.39371991220356634
LightGBM,Faithfulness,0.752393607866594
LightGBM,Max-Sensitivity,1.30174721213763
LightGBM,MAE,2.0061601401023337
LightGBM,MSE,6.461076967458893
LightGBM,R-squared,0.3909099890512364
LightGBM,MAPE,0.7768662613145261
