model_name,metric,score
LassoTop15,Complexity,2.7028040720165687
LassoTop15,Sparsity,0.2283617217581803
LassoTop15,Robustness,1.026807177929836e-07
LassoTop15,Faithfulness,0.07290195624247636
LassoTop15,Max-Sensitivity,2.5870426453126713e-08
LassoTop15,MAE,2.372302798256932
LassoTop15,MSE,8.29610832736914
LassoTop15,R-squared,0.21792036569148832
LassoTop15,MAPE,0.9293875034113962
LassoTop15,Cohen's Kappa,0.025157390105887023
