model_name,metric,score
LightGBMFull,Complexity,3.794857457904264
LightGBMFull,Sparsity,0.6513838181933408
LightGBMFull,Robustness,0.36870431393138176
LightGBMFull,Faithfulness,0.7542835385737126
LightGBMFull,Max-Sensitivity,1.2955394072527888
LightGBMFull,MAE,2.012157478393314
LightGBMFull,MSE,6.502199089499454
LightGBMFull,R-squared,0.3870333793327527
LightGBMFull,MAPE,0.7800999272120215
